Rank,Ticker,Name,Sector,Industry,Index,AI_Score,Technical,Fundamental,Sentiment,RSI_Sentiment,Analyst_Sentiment,Upside_Sentiment,News_Sentiment,Sentiment_Source,Risk,RSI,MACD_Hist,Above_SMA50,Above_SMA200,Golden_Cross,Short_Interest,Insider_Buying,MarketCap
805,VNOM,Viper Energy,Energy,Oil & Gas Midstream,Russell1000,5.4,5.13,6.28,3.98,0.4,9.31,9.38,,rsi+analyst+upside,4.22,31.61,-0.1105,0,1,0,,False,16258871296.0
806,LCID,Lucid Motors,Consumer Cyclical,Auto Manufacturers,Russell1000,5.4,2.47,6.85,3.66,2.08,,10.0,,rsi+upside,8.06,38.31,-0.0253,0,0,0,,False,1972748032.0
807,WFRD,Weatherford International,Energy,Oil & Gas Equipment & Services,Russell1000,5.4,5.29,5.1,3.83,1.12,7.92,7.86,,rsi+analyst+upside,7.55,34.5,-1.0097,0,1,0,,False,7165201408.0
808,EL,Estée Lauder Companies (The),Consumer Defensive,Household & Personal Products,SP500,5.4,5.15,4.37,6.83,6.83,6.5,7.13,,rsi+analyst+upside,8.02,57.33,-0.2681,1,0,0,,False,31094464512.0
809,AVTR,Avantor,Healthcare,Medical Instruments & Supplies,Russell1000,5.39,6.17,3.88,8.02,10.0,5.16,4.94,,rsi+analyst+upside,6.63,81.76,0.1387,1,0,0,,False,6673933824.0
810,ARE,Alexandria Real Estate Equities,Real Estate,REIT - Office,SP500,5.39,6.61,3.44,6.75,7.67,5.47,5.29,,rsi+analyst+upside,7.92,60.67,0.2739,1,0,0,,False,9260679168.0
811,OGE,OGE Energy,Utilities,Utilities - Regulated Electric,Russell1000,5.39,5.82,4.64,4.8,3.94,5.96,6.21,,rsi+analyst+upside,7.19,45.77,-0.0673,0,1,0,,False,9822386176.0
812,ACI,Albertsons,Consumer Defensive,Grocery Stores,Russell1000,5.39,5.32,5.53,5.13,2.81,7.24,9.95,,rsi+analyst+upside,5.27,41.25,0.0237,0,0,0,,False,7971901952.0
813,TECH,Bio-Techne,Healthcare,Biotechnology,SP500,5.38,6.62,3.69,9.19,10.0,8.17,7.78,,rsi+analyst+upside,5.45,77.58,0.8201,1,0,0,,False,8437490176.0
814,AXS,AXIS Capital,Financial Services,Insurance - Specialty,Russell1000,5.38,4.06,6.16,4.48,1.65,7.92,9.53,,rsi+analyst+upside,6.28,36.6,-0.0584,0,0,0,,False,7237041152.0
815,FWONK,Liberty Formula 1 (Series C),Communication Services,Entertainment,Russell1000,5.38,3.81,5.99,4.87,1.82,8.91,10.0,,rsi+analyst+upside,7.06,37.28,-0.5429,0,0,0,,False,22055809024.0
816,WMT,Walmart,Consumer Defensive,Discount Stores,SP500,5.37,4.69,6.18,3.26,0.0,8.81,7.52,,rsi+analyst+upside,5.7,27.09,-0.3838,0,1,0,,False,954969489408.0
817,VTR,Ventas,Real Estate,REIT - Healthcare Facilities,SP500,5.37,4.53,6.13,3.46,0.0,8.69,8.6,,rsi+analyst+upside,6.03,23.61,-0.9363,0,1,0,,False,40104140800.0
818,THO,Thor Industries,Consumer Cyclical,Recreational Vehicles,Russell1000,5.37,5.87,3.9,7.16,7.0,6.11,8.73,,rsi+analyst+upside,7.59,57.98,0.1322,0,0,0,,False,4100038656.0
819,BX,Blackstone Inc.,Financial Services,Asset Management,SP500,5.37,3.68,6.04,5.64,3.8,7.5,9.3,,rsi+analyst+upside,6.59,45.2,-0.3085,0,0,0,,False,143554674688.0
820,CL,Colgate-Palmolive,Consumer Defensive,Household & Personal Products,SP500,5.37,5.24,5.72,4.1,2.04,7.5,6.89,,rsi+analyst+upside,5.43,38.17,-0.5559,0,1,0,,False,70880772096.0
821,CHWY,Chewy,Consumer Cyclical,Internet Retail,Russell1000,5.35,4.72,5.27,5.22,2.64,8.2,10.0,,rsi+analyst+upside,6.91,40.56,0.0756,0,0,0,,False,8187852800.0
822,WHR,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Russell1000,5.35,4.77,4.26,6.08,5.1,,10.0,,rsi+upside,9.32,50.41,0.169,0,0,0,,False,2621123072.0
823,LEN-B,Lennar (Class B),Consumer Cyclical,Residential Construction,Russell1000,5.35,6.48,3.34,10.0,10.0,,,,rsi_only,5.98,70.19,0.4731,1,0,0,,False,22376200192.0
824,HRB,H&R Block,Consumer Cyclical,Personal Services,Russell1000,5.35,4.88,5.62,3.9,3.9,,,,rsi_only,6.42,45.61,-0.2668,1,0,0,,False,4834000384.0
825,LULU,Lululemon Athletica,Consumer Cyclical,Apparel Retail,SP500,5.35,5.12,4.38,5.07,4.04,4.92,8.28,,rsi+analyst+upside,8.92,46.17,0.0615,0,0,0,,False,13373244416.0
826,RSG,Republic Services,Industrials,Waste Management,SP500,5.33,5.46,5.5,3.84,1.18,7.5,8.14,,rsi+analyst+upside,5.55,34.71,0.3328,0,0,0,,False,64903278592.0
827,PRGO,Perrigo,Healthcare,Drug Manufacturers - Specialty & Generic,Russell1000,5.33,6.49,3.47,9.17,8.96,,10.0,,rsi+upside,6.0,65.84,0.0531,1,0,0,,False,1538649600.0
828,CORT,Corcept Therapeutics,Healthcare,Biotechnology,Russell1000,5.33,6.72,4.11,9.42,10.0,8.75,8.33,,rsi+analyst+upside,3.5,90.02,0.6553,1,1,0,,False,7950458880.0
829,EQH,Equitable Holdings,Financial Services,Asset Management,Russell1000,5.33,4.94,4.26,6.0,3.47,9.58,10.0,,rsi+analyst+upside,8.85,43.86,-0.1435,1,0,0,,False,11570446336.0
830,AGNC,AGNC Investment,Real Estate,REIT - Mortgage,Russell1000,5.33,5.57,4.25,5.21,4.27,6.15,7.09,,rsi+analyst+upside,8.15,47.07,-0.0151,0,1,0,,False,11704171520.0
831,HOG,Harley-Davidson,Consumer Cyclical,Recreational Vehicles,Russell1000,5.32,6.47,3.47,6.22,6.59,5.94,5.36,,rsi+analyst+upside,7.96,56.37,-0.0134,1,1,0,,False,2660130048.0
832,PEGA,Pegasystems,Technology,Software - Application,Russell1000,5.32,5.4,3.63,7.46,6.11,8.96,10.0,,rsi+analyst+upside,8.78,54.44,0.3003,0,0,0,,False,5574991360.0
833,CPRT,Copart,Industrials,Specialty Business Services,SP500,5.32,3.21,6.1,3.71,0.63,6.67,10.0,,rsi+analyst+upside,8.24,32.52,-0.2489,0,0,0,,False,29079738368.0
834,FOUR,Shift4,Technology,Software - Infrastructure,Russell1000,5.32,2.73,7.03,3.96,0.9,7.08,10.0,,rsi+analyst+upside,6.25,33.6,-0.466,0,0,0,,False,3670781952.0
835,PRMB,Primo Brands,Consumer Defensive,Beverages - Non-Alcoholic,Russell1000,5.31,6.21,3.54,5.95,4.58,8.12,7.87,,rsi+analyst+upside,8.39,48.32,-0.208,1,1,0,,False,8393149952.0
836,AZO,AutoZone,Consumer Cyclical,Auto Parts,SP500,5.31,4.0,6.56,4.07,0.64,8.75,9.68,,rsi+analyst+upside,5.0,32.55,-5.4818,0,0,0,,False,51515539456.0
837,TOL,Toll Brothers,Consumer Cyclical,Residential Construction,Russell1000,5.31,5.85,3.8,8.47,8.82,7.63,8.24,,rsi+analyst+upside,6.64,65.3,0.5754,0,0,0,,False,13357940736.0
838,SWKS,Skyworks Solutions,Technology,Semiconductors,SP500,5.31,6.82,3.56,6.24,6.65,,4.6,,rsi+upside,6.93,56.58,-0.6222,1,1,0,,False,10483295232.0
839,ODFL,Old Dominion,Industrials,Trucking,SP500,5.31,7.28,3.57,7.6,10.0,5.83,2.15,,rsi+analyst+upside,5.05,90.46,3.7356,1,1,0,,False,50592444416.0
840,VZ,Verizon,Communication Services,Telecom Services,SP500,5.31,5.26,5.68,4.25,2.34,6.9,7.35,,rsi+analyst+upside,5.04,39.35,-0.3091,0,1,0,,False,192250675200.0
841,HAS,Hasbro,Consumer Cyclical,Leisure,SP500,5.29,3.37,6.99,3.72,0.0,8.59,10.0,,rsi+analyst+upside,5.07,26.91,-0.5103,0,0,0,,False,11793248256.0
842,ELS,Equity Lifestyle Properties,Real Estate,REIT - Residential,Russell1000,5.29,4.59,4.84,5.39,3.84,8.06,7.36,,rsi+analyst+upside,7.96,45.37,-0.0113,0,0,0,,False,12680290304.0
843,HRL,Hormel Foods,Consumer Defensive,Packaged Foods,SP500,5.28,7.07,3.93,8.6,10.0,6.0,7.02,,rsi+analyst+upside,3.53,81.84,0.2741,1,1,0,,False,13248832512.0
844,CERT,"Certara, Inc.",Healthcare,Health Information Services,Russell1000,5.28,5.16,4.35,8.37,8.25,7.08,10.0,,rsi+analyst+upside,6.26,62.99,0.0443,0,0,0,,False,805046848.0
845,INSP,Inspire Medical Systems,Healthcare,Medical Devices,Russell1000,5.26,4.54,4.48,5.9,5.11,,9.06,,rsi+upside,8.6,50.43,0.3805,0,0,0,,False,1208063488.0
846,INTC,Intel,Technology,Semiconductors,SP500,5.25,6.66,5.0,4.47,5.43,5.83,0.25,,rsi+analyst+upside,3.69,51.71,-3.2406,1,1,0,,False,503479566336.0
847,CROX,Crocs,Consumer Cyclical,Footwear & Accessories,Russell1000,5.24,7.61,3.58,7.97,10.0,6.17,3.69,,rsi+analyst+upside,3.61,86.02,0.7494,1,1,0,,False,6250708992.0
848,DKNG,DraftKings,Consumer Cyclical,Gambling,Russell1000,5.24,4.55,5.27,5.83,3.53,8.57,10.0,,rsi+analyst+upside,6.14,44.12,-0.0741,1,0,0,,False,13296251904.0
849,UA,Under Armour (Class C),Consumer Cyclical,Apparel Manufacturing,Russell1000,5.24,6.55,3.63,9.12,9.12,,,,rsi_only,4.88,66.47,0.0341,0,1,0,,False,2357278464.0
850,BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,Russell1000,5.23,5.37,3.96,8.33,8.5,6.18,10.0,,rsi+analyst+upside,6.67,64.0,0.0243,0,0,0,,False,3648268800.0
851,ASTS,AST SpaceMobile,Technology,Communication Equipment,Russell1000,5.23,5.98,6.02,4.89,5.58,5.45,2.27,,rsi+analyst+upside,1.6,52.33,-1.7395,1,1,0,,False,33574715392.0
852,TRV,Travelers Companies (The),Financial Services,Insurance - Property & Casualty,SP500,5.23,5.48,4.96,3.88,2.44,6.07,6.0,,rsi+analyst+upside,6.45,39.74,-0.296,0,1,0,,False,64050069504.0
853,KBR,"KBR, Inc.",Industrials,Engineering & Construction,Russell1000,5.23,5.4,4.08,10.0,10.0,,10.0,,rsi+upside,5.15,71.0,0.4333,0,0,0,,False,4450327552.0
854,JKHY,Jack Henry & Associates,Technology,Information Technology Services,SP500,5.22,3.06,6.92,3.66,0.0,8.28,10.0,,rsi+analyst+upside,5.48,26.07,-0.5228,0,0,0,,False,9019896832.0
855,SAM,Boston Beer Company,Consumer Defensive,Beverages - Brewers,Russell1000,5.21,5.64,3.73,5.44,4.18,4.64,10.0,,rsi+analyst+upside,8.62,46.73,0.4677,0,0,0,,False,1826049024.0
856,HIG,Hartford (The),Financial Services,Insurance - Diversified,SP500,5.21,4.09,6.19,3.45,0.89,6.85,7.71,,rsi+analyst+upside,5.73,33.57,-0.2457,0,0,0,,False,35658936320.0
857,XP,XP Inc.,Financial Services,Capital Markets,Russell1000,5.2,3.41,5.95,3.8,0.24,8.27,10.0,,rsi+analyst+upside,7.48,30.95,-0.1391,0,0,0,,False,7866414080.0
858,HSY,Hershey Company (The),Consumer Defensive,Confectioners,SP500,5.2,3.85,7.06,3.33,0.49,6.25,8.91,,rsi+analyst+upside,3.6,31.97,-1.1895,0,0,0,,False,35755204608.0
859,VKTX,Viking Therapeutics,Healthcare,Biotechnology,Russell1000,5.2,4.28,4.41,7.15,5.63,8.88,10.0,,rsi+analyst+upside,8.14,52.53,-0.1214,0,0,0,,False,3296239104.0
860,PHM,PulteGroup,Consumer Cyclical,Residential Construction,SP500,5.19,5.69,3.53,8.97,10.0,7.03,7.8,,rsi+analyst+upside,6.64,72.76,0.4744,0,0,0,,False,23226001408.0
861,BILL,Bill.com,Technology,Software - Application,Russell1000,5.19,3.5,5.43,4.93,2.31,7.72,10.0,,rsi+analyst+upside,8.03,39.25,-0.1496,0,0,0,,False,3330016768.0
862,SAIA,Saia,Industrials,Trucking,Russell1000,5.19,6.96,4.32,6.41,7.4,6.38,3.45,,rsi+analyst+upside,3.46,59.6,-1.066,1,1,0,,False,12323340288.0
863,UAA,Under Armour (Class A),Consumer Cyclical,Apparel Manufacturing,Russell1000,5.19,6.49,3.63,8.95,9.49,,6.8,,rsi+upside,4.73,67.96,0.0401,0,1,0,,False,2419393792.0
864,WING,Wingstop,Consumer Cyclical,Restaurants,Russell1000,5.19,4.79,4.85,8.8,8.42,8.75,10.0,,rsi+analyst+upside,4.61,63.67,1.9931,0,0,0,,False,3873558272.0
865,CNA,CNA Financial,Financial Services,Insurance - Property & Casualty,Russell1000,5.18,5.72,5.25,2.53,2.53,,,,rsi_only,5.63,40.11,0.1188,0,0,0,,False,11957488640.0
866,LBTYK,Liberty Global (Series C),Communication Services,Telecom Services,Russell1000,5.18,4.16,5.77,2.14,2.14,,,,rsi_only,7.5,38.57,-0.049,0,0,0,,False,3834024960.0
867,BHF,Brighthouse Financial,Financial Services,Insurance - Life,Russell1000,5.17,6.78,2.91,4.64,4.28,4.69,5.66,,rsi+analyst+upside,9.08,47.12,-0.0292,1,1,0,,False,3605297408.0
868,PK,Park Hotels & Resorts,Real Estate,REIT - Hotel & Motel,Russell1000,5.16,7.15,3.79,7.75,10.0,5.69,3.07,,rsi+analyst+upside,3.56,96.05,0.2584,1,1,0,,False,2800943104.0
869,AIG,American International Group,Financial Services,Insurance - Diversified,SP500,5.16,4.49,5.65,3.54,1.0,6.59,8.14,,rsi+analyst+upside,6.1,33.98,-0.2132,0,0,0,,False,39617007616.0
870,BLSH,Bullish,Technology,Software - Infrastructure,Russell1000,5.16,2.5,6.5,3.36,0.0,6.82,10.0,,rsi+analyst+upside,7.65,26.53,-0.9319,0,0,0,,False,4003516416.0
871,SCI,Service Corporation International,Consumer Cyclical,Personal Services,Russell1000,5.15,3.64,5.93,3.83,0.0,9.17,10.0,,rsi+analyst+upside,6.71,24.65,-0.5369,0,0,0,,False,9899763712.0
872,BFAM,Bright Horizons,Consumer Cyclical,Personal Services,Russell1000,5.14,2.64,6.53,3.37,0.07,6.67,10.0,,rsi+analyst+upside,7.13,30.28,-0.0814,0,0,0,,False,3221633024.0
873,GFS,GlobalFoundries,Technology,Semiconductors,Russell1000,5.14,6.39,3.89,6.87,7.24,,5.35,,rsi+upside,5.27,58.97,-1.0415,1,1,0,,False,38951550976.0
874,LW,Lamb Weston,Consumer Defensive,Packaged Foods,Russell1000,5.14,4.75,4.95,4.75,3.65,6.25,6.53,,rsi+analyst+upside,6.75,44.61,-0.0432,1,0,0,,False,6015279616.0
875,RKLB,Rocket Lab,Industrials,Aerospace & Defense,Russell1000,5.14,5.78,6.13,4.02,2.82,8.47,3.16,,rsi+analyst+upside,1.63,41.29,-4.6166,1,1,0,,False,63972069376.0
876,LEN,Lennar,Consumer Cyclical,Residential Construction,SP500,5.14,6.54,3.34,7.82,10.0,3.95,5.14,,rsi+analyst+upside,5.92,70.79,0.5033,1,0,0,,False,22796140544.0
877,CLH,Clean Harbors,Industrials,Waste Management,Russell1000,5.12,4.86,5.01,3.24,0.0,8.33,7.84,,rsi+analyst+upside,7.23,28.59,-0.531,0,1,0,,False,15103394816.0
878,IDA,Idacorp,Utilities,Utilities - Regulated Electric,Russell1000,5.11,5.82,4.26,4.17,3.51,,6.8,,rsi+upside,6.86,44.04,-0.1955,0,1,0,,False,7818102272.0
879,CBOE,Cboe Global Markets,Financial Services,Financial Data & Stock Exchanges,SP500,5.11,3.99,7.01,2.54,0.0,4.85,7.83,,rsi+analyst+upside,3.33,13.55,-9.8085,0,1,0,,False,30041915392.0
880,SBUX,Starbucks,Consumer Cyclical,Restaurants,SP500,5.1,4.24,5.81,2.71,0.0,6.55,7.01,,rsi+analyst+upside,6.3,14.17,-1.1989,0,1,0,,False,111382880256.0
881,AFG,American Financial Group,Financial Services,Insurance - Property & Casualty,Russell1000,5.08,4.18,5.71,2.97,0.64,6.43,6.5,,rsi+analyst+upside,6.4,32.57,-0.498,0,0,0,,False,11087006720.0
882,PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,Russell1000,5.07,4.36,5.44,4.08,4.08,,,,rsi_only,6.03,46.34,-1.5846,0,0,0,,False,3608880128.0
883,ROIV,Roivant Sciences,Healthcare,Biotechnology,Russell1000,5.07,5.63,2.9,6.81,4.94,9.23,10.0,,rsi+analyst+upside,9.29,49.75,-0.1813,0,1,0,,False,20463243264.0
884,VICI,Vici Properties,Real Estate,REIT - Diversified,SP500,5.07,3.77,5.77,3.64,0.35,8.02,9.12,,rsi+analyst+upside,6.52,31.42,-0.1084,0,0,0,,False,30262906880.0
885,VRT,Vertiv,Industrials,Electrical Equipment & Parts,SP500,5.07,4.64,6.35,3.76,0.27,8.75,9.23,,rsi+analyst+upside,2.92,31.08,-4.7468,0,1,0,,False,106603634688.0
886,SON,Sonoco,Consumer Cyclical,Packaging & Containers,Russell1000,5.06,5.51,3.91,6.69,5.95,,9.65,,rsi+upside,6.52,53.8,-0.005,0,1,0,,False,4831712768.0
887,TTWO,Take-Two Interactive,Communication Services,Electronic Gaming & Multimedia,SP500,5.06,3.33,5.8,3.9,0.0,9.48,10.0,,rsi+analyst+upside,7.09,21.77,-2.5536,0,0,0,,False,38769053696.0
888,EXE,Expand Energy,Energy,Oil & Gas E&P,SP500,5.04,3.62,6.41,3.73,0.02,8.56,10.0,,rsi+analyst+upside,4.62,30.09,-0.33,0,0,0,,False,21444472832.0
889,DIS,Walt Disney Company (The),Communication Services,Entertainment,SP500,5.04,3.73,5.76,4.02,0.42,8.83,10.0,,rsi+analyst+upside,6.2,31.69,-0.6125,0,0,0,,False,172400852992.0
890,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,SP500,5.03,4.09,5.55,4.06,2.33,5.6,7.73,,rsi+analyst+upside,6.03,39.31,-0.1088,0,0,0,,False,7610834432.0
891,BLDR,Builders FirstSource,Industrials,Building Products & Equipment,SP500,5.02,5.04,3.81,7.42,6.78,,10.0,,rsi+upside,7.04,57.12,0.4505,0,0,0,,False,8188532736.0
892,LMT,Lockheed Martin,Industrials,Aerospace & Defense,SP500,5.0,5.64,4.46,5.28,4.02,5.95,8.37,,rsi+analyst+upside,5.14,46.09,2.1992,0,0,0,,False,121141575680.0
893,NFG,National Fuel Gas,Energy,Oil & Gas Integrated,Russell1000,5.0,3.18,7.59,0.0,0.0,,,,rsi_only,4.22,22.88,-0.0047,0,0,0,,False,7355261440.0
894,MTDR,Matador Resources,Energy,Oil & Gas E&P,Russell1000,5.0,4.97,4.31,4.71,1.66,8.55,10.0,,rsi+analyst+upside,7.3,36.65,-0.0816,0,1,0,,False,6632979968.0
895,OC,Owens Corning,Industrials,Building Products & Equipment,Russell1000,4.99,5.31,3.4,8.03,7.97,7.65,8.59,,rsi+analyst+upside,7.06,61.88,-0.0487,1,0,0,,False,9666619392.0
896,CAVA,Cava Group,Consumer Cyclical,Restaurants,Russell1000,4.99,4.58,5.48,4.07,1.25,7.5,9.11,,rsi+analyst+upside,4.98,35.01,-0.4355,0,1,0,,False,8614988800.0
897,HR,Healthcare Realty Trust,Real Estate,REIT - Healthcare Facilities,Russell1000,4.99,6.43,3.66,2.93,0.87,6.14,5.93,,rsi+analyst+upside,7.48,33.46,-0.164,1,1,0,,False,7088697344.0
898,ON,ON Semiconductor,Technology,Semiconductors,SP500,4.98,6.77,3.78,6.08,7.19,7.05,1.8,,rsi+analyst+upside,4.24,58.74,-0.9473,1,1,0,,False,42367885312.0
899,FANG,Diamondback Energy,Energy,Oil & Gas E&P,SP500,4.98,6.74,3.23,5.45,3.54,8.67,7.94,,rsi+analyst+upside,6.37,44.18,-0.4748,1,1,0,,False,54594478080.0
900,SNDR,Schneider National,Industrials,Trucking,Russell1000,4.98,7.27,2.91,7.65,10.0,6.72,1.52,,rsi+analyst+upside,4.83,92.32,0.3069,1,1,0,,False,6555778560.0
901,Z,Zillow (Class C),Communication Services,Internet Content & Information,Russell1000,4.97,4.3,6.02,4.0,1.31,6.07,10.0,,rsi+analyst+upside,3.82,35.24,0.082,0,0,0,,False,7981750784.0
902,AFRM,Affirm Holdings,Financial Services,Credit Services,Russell1000,4.97,5.12,6.12,6.84,5.44,8.39,9.5,,rsi+analyst+upside,0.0,51.76,-0.8782,1,0,0,,False,21232568320.0
903,ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,SP500,4.96,3.25,6.23,3.47,0.0,7.36,10.0,,rsi+analyst+upside,5.55,19.19,-0.4578,0,0,0,,False,23046461440.0
904,KHC,Kraft Heinz,Consumer Defensive,Packaged Foods,SP500,4.96,5.66,4.37,5.61,6.16,4.5,5.09,,rsi+analyst+upside,4.92,54.64,-0.0908,1,0,0,,False,27990280192.0
905,RKT,Rocket Companies,Financial Services,Mortgage Finance,Russell1000,4.95,3.48,6.35,5.46,3.31,7.34,10.0,,rsi+analyst+upside,3.33,43.25,-0.118,0,0,0,,False,35962052608.0
906,CME,CME Group,Financial Services,Financial Data & Stock Exchanges,SP500,4.95,3.02,7.52,2.89,0.0,5.94,8.53,,rsi+analyst+upside,2.47,12.46,-3.2627,0,0,0,,False,94005346304.0
907,ADT,ADT Inc.,Industrials,Security & Protection Services,Russell1000,4.94,3.79,5.09,2.61,1.09,,8.72,,rsi+upside,8.32,34.34,-0.0153,0,0,0,,False,5099496960.0
908,WSO,Watsco,Industrials,Industrial Distribution,Russell1000,4.91,3.75,4.96,3.18,0.99,5.58,7.37,,rsi+analyst+upside,8.22,33.94,-0.7208,0,0,0,,False,15754929152.0
909,FBIN,Fortune Brands Innovations,Industrials,Building Products & Equipment,Russell1000,4.91,5.6,3.79,8.75,10.0,5.74,8.03,,rsi+analyst+upside,4.37,83.73,0.401,1,0,0,,False,4819453952.0
910,CMG,Chipotle Mexican Grill,Consumer Cyclical,Restaurants,SP500,4.91,2.51,6.09,3.65,0.0,8.26,10.0,,rsi+analyst+upside,7.0,21.06,-0.3297,0,0,0,,False,38315266048.0
911,PEN,"Penumbra, Inc.",Healthcare,Medical Devices,Russell1000,4.9,4.74,4.99,2.63,0.0,5.88,7.25,,rsi+analyst+upside,6.45,29.59,-0.1032,0,1,0,,False,12625977344.0
912,POST,Post Holdings,Consumer Defensive,Packaged Foods,Russell1000,4.89,3.33,6.51,3.57,0.0,7.86,10.0,,rsi+analyst+upside,4.04,24.13,-0.6704,0,0,0,,False,4168544512.0
913,QXO,"QXO, Inc.",Industrials,Industrial Distribution,Russell1000,4.89,3.47,6.35,5.47,2.58,9.62,10.0,,rsi+analyst+upside,3.01,40.3,-0.0105,0,0,0,,False,11506969600.0
914,AGO,Assured Guaranty,Financial Services,Insurance - Specialty,Russell1000,4.87,5.86,2.93,5.18,4.24,,8.9,,rsi+upside,8.49,46.98,0.0946,0,0,0,,False,3348640000.0
915,SHOP,Shopify,Technology,Software - Application,NDX100,4.86,5.36,5.06,7.87,7.08,8.14,10.0,,rsi+analyst+upside,1.23,58.3,1.0072,0,0,0,,False,139887181824.0
916,HCA,HCA Healthcare,Healthcare,Medical Care Facilities,SP500,4.86,2.67,6.33,3.52,0.0,7.6,10.0,,rsi+analyst+upside,5.72,13.88,-0.8799,0,0,0,,False,82273730560.0
917,ZG,Zillow (Class A),Communication Services,Internet Content & Information,Russell1000,4.86,4.12,6.02,3.81,0.58,7.3,10.0,,rsi+analyst+upside,3.53,32.34,0.032,0,0,0,,False,8038950912.0
918,NIQ,NIQ Global Intelligence,,,Russell1000,4.84,4.34,4.0,4.52,1.41,8.39,10.0,,rsi+analyst+upside,8.56,35.64,0.0529,0,0,0,,False,2446680320.0
919,CVNA,Carvana,Consumer Cyclical,Auto & Truck Dealerships,SP500,4.84,4.22,6.3,7.37,6.45,7.5,10.0,,rsi+analyst+upside,0.0,55.82,-0.1401,0,0,0,,False,74184482816.0
920,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,SP500,4.84,2.87,6.98,3.38,0.0,6.88,10.0,,rsi+analyst+upside,3.33,21.72,-0.4125,0,0,0,,False,11621543936.0
921,TMUS,T-Mobile US,Communication Services,Telecom Services,SP500,4.84,3.45,6.55,2.0,0.0,,10.0,,rsi+upside,4.38,28.73,-0.9763,0,0,0,,False,197545639936.0
922,P,Everpure,Technology,Computer Hardware,Russell1000,4.82,5.05,3.53,5.99,4.24,7.75,9.51,,rsi+analyst+upside,7.47,46.94,-1.4548,1,0,0,,False,22387472384.0
923,UTHR,United Therapeutics,Healthcare,Drug Manufacturers - Specialty & Generic,Russell1000,4.81,5.16,4.2,4.19,1.26,8.5,8.69,,rsi+analyst+upside,6.37,35.03,-2.5981,0,1,0,,False,23206266880.0
924,LOPE,Grand Canyon Education,Consumer Defensive,Education & Training Services,Russell1000,4.8,3.17,6.76,0.0,0.0,,,,rsi_only,5.37,25.51,-0.2304,0,0,0,,False,3980591360.0
925,DASH,DoorDash,Consumer Cyclical,Internet Retail,SP500,4.8,3.43,5.48,5.39,2.83,8.47,10.0,,rsi+analyst+upside,5.08,41.31,-0.0428,0,0,0,,False,67011358720.0
926,NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,SP500,4.79,4.99,3.26,8.62,10.0,5.71,7.37,,rsi+analyst+upside,6.41,82.09,51.3651,0,0,0,,False,17309210624.0
927,PR,Permian Resources,Energy,Oil & Gas E&P,Russell1000,4.78,4.95,4.36,4.64,1.46,8.81,10.0,,rsi+analyst+upside,5.8,35.82,-0.0563,0,1,0,,False,16494109696.0
928,PPC,Pilgrim's Pride,Consumer Defensive,Packaged Foods,Russell1000,4.78,5.49,3.4,7.07,6.34,,10.0,,rsi+upside,5.96,55.37,0.3502,0,0,0,,False,7175725568.0
929,DXC,DXC Technology,Technology,Information Technology Services,Russell1000,4.77,5.1,3.17,5.18,3.97,,10.0,,rsi+upside,8.63,45.9,0.071,0,0,0,,False,1432789504.0
930,KRMN,Karman Holdings,Industrials,Aerospace & Defense,Russell1000,4.77,2.52,5.5,3.68,0.0,8.41,10.0,,rsi+analyst+upside,7.8,27.96,-0.6713,0,0,0,,False,6195604480.0
931,XYZ,"Block, Inc.",Technology,Software - Infrastructure,SP500,4.77,6.58,4.06,6.5,4.66,8.61,9.91,,rsi+analyst+upside,2.1,48.63,-0.4743,1,1,0,,False,39347417088.0
932,ATO,Atmos Energy,Utilities,Utilities - Regulated Gas,SP500,4.77,3.93,5.47,2.46,0.0,5.36,6.92,,rsi+analyst+upside,5.89,28.9,-0.4635,0,0,0,,False,28144351232.0
933,COTY,Coty,Consumer Defensive,Household & Personal Products,Russell1000,4.76,3.32,3.97,5.38,4.02,4.86,10.0,,rsi+analyst+upside,9.59,46.07,-0.0119,0,0,0,,False,1774139904.0
934,UHS,Universal Health Services,Healthcare,Medical Care Facilities,SP500,4.75,2.62,6.02,3.33,0.0,6.62,10.0,,rsi+analyst+upside,6.14,15.49,-0.8666,0,0,0,,False,8835886080.0
935,REXR,Rexford Industrial,Real Estate,REIT - Industrial,Russell1000,4.75,3.98,4.52,3.85,1.66,6.47,7.78,,rsi+analyst+upside,7.56,36.66,-0.2282,0,0,0,,False,8093128704.0
936,GAP,Gap Inc.,Consumer Cyclical,Apparel Retail,Russell1000,4.72,4.15,4.62,6.95,5.74,7.63,9.9,,rsi+analyst+upside,4.66,52.97,-0.0286,0,0,0,,False,7696349696.0
937,HLNE,Hamilton Lane,Financial Services,Asset Management,Russell1000,4.71,3.25,4.55,4.88,1.94,8.57,10.0,,rsi+analyst+upside,7.99,37.77,-0.4105,0,0,0,,False,4463530496.0
